Date,Buy & Hold,Base RF,Sent RF,Base LSTM,Sent LSTM
2023-05-30,1.0000166449291823,1.0000166449291823,1.0000166449291823,,
2023-05-31,0.9938891707065335,0.9938891707065335,0.9938891707065335,,
2023-06-01,1.0036354756638528,1.0036354756638528,1.0036354756638528,,
2023-06-02,1.0181177244651114,1.0181177244651114,1.0181177244651114,,
2023-06-05,1.0160758147757232,1.0160758147757232,1.0160758147757232,,
2023-06-06,1.0184647274678291,1.0184647274678291,1.0184647274678291,,
2023-06-07,1.0145749298760118,1.0145749298760118,1.0145749298760118,,
2023-06-08,1.0208343856667028,1.0208343856667028,1.0208343856667028,,
2023-06-09,1.0220057663413264,1.0220057663413264,1.0220057663413264,,
2023-06-12,1.0314878363652096,1.0314878363652096,1.0314878363652096,1.0,1.0
2023-06-13,1.038614040157925,1.038614040157925,1.038614040157925,1.0,1.0069086648833658
2023-06-14,1.0394647399089176,1.038614040157925,1.0394647399089176,1.0,1.007733395647027
2023-06-15,1.052047024076489,1.0511860269622502,1.052047024076489,1.0,1.007733395647027
2023-06-16,1.0481771991970306,1.0473193691542035,1.0481771991970306,1.0,1.007733395647027
2023-06-20,1.0432021515158525,1.0423483930607005,1.0432021515158525,1.0,1.007733395647027
2023-06-20,1.0432021515158525,1.0423483930607005,1.0432021515158525,1.0,1.007733395647027
2023-06-21,1.0377158660189127,1.0368665975493532,1.0377158660189127,1.0,1.007733395647027
2023-06-22,1.0415594470432308,1.0407070329802761,1.0415594470432308,1.0,1.0114659250261335
2023-06-23,1.033551651770592,1.0327057913012159,1.033551651770592,1.0,1.0114659250261335
2023-06-27,1.0406767309661376,1.0398250393195556,1.0406767309661376,1.0068937814412462,1.0114659250261335
2023-06-27,1.0406767309661376,1.0398250393195556,1.0406767309661376,1.0068937814412462,1.0114659250261335
2023-06-28,1.0403082559905286,1.0394568659045076,1.0403082559905286,1.0065372680778573,1.0114659250261335
2023-06-29,1.044951724120145,1.0440965338117307,1.044951724120145,1.0110299977074424,1.0114659250261335
2023-06-30,1.057694245039878,1.0568286262301811,1.057694245039878,1.0110299977074424,1.02380010794745
2023-07-03,1.0589317492410555,1.058065117655768,1.0589317492410555,1.0110299977074424,1.02380010794745
2023-07-05,1.0568453851115545,1.0559804610102992,1.0568453851115545,1.0110299977074424,1.02380010794745
2023-07-06,1.048439167919607,1.0475811234811219,1.048439167919607,1.0110299977074424,1.02380010794745
2023-07-06,1.048439167919607,1.0475811234811219,1.048439167919607,1.0110299977074424,1.02380010794745
2023-07-10,1.0479494829986045,1.0470918393191104,1.0479494829986045,1.010557785146421,1.0233219309674946
2023-07-11,1.0549912718442227,1.0541278651524901,1.0549912718442227,1.010557785146421,1.0301982328082513
2023-07-12,1.0627811348607241,1.0619113529315507,1.0627811348607241,1.010557785146421,1.0301982328082513
2023-07-13,1.0717451721912548,1.0708680540783395,1.0717451721912548,1.0190813441498445,1.0301982328082513
2023-07-14,1.0706467339243322,1.069770514775205,1.0706467339243322,1.0190813441498445,1.0301982328082513
2023-07-18,1.082359634314597,1.069770514775205,1.082359634314597,1.0190813441498445,1.0301982328082513
2023-07-19,1.0849086816125937,1.0722899136457027,1.0849086816125937,1.0214813657918094,1.0301982328082513
2023-07-20,1.0775532110262522,1.0650199958604305,1.0775532110262522,1.0145559201133678,1.0301982328082513
2023-07-21,1.0779024485004312,1.0653651712907466,1.0779024485004312,1.0145559201133678,1.0301982328082513
2023-07-24,1.082242055770725,1.0653651712907466,1.082242055770725,1.0145559201133678,1.0301982328082513
2023-07-25,1.0852839764445479,1.0683596551240442,1.0852839764445479,1.0174075914300442,1.0330938708827515
2023-07-26,1.0851152587065438,1.0681935684330954,1.0851152587065438,1.017249425723022,1.0330938708827515
2023-07-27,1.0781212269870197,1.0613086042412565,1.0781212269870197,1.010692818309119,1.0330938708827515
2023-07-28,1.0887185274177762,1.0613086042412565,1.0887185274177762,1.010692818309119,1.0432485787661254
