Date,News_Sentiment,News_Disagreement,News_Volatility,News_Volume
20130502,-2.178637949953055,3.809901266020246,6.648137844056376,11906
20130512,-2.572438376055805,3.989986757724079,7.178773804525528,6583
20130511,-2.826159378693614,4.004083056170432,7.174468859330044,6185
20130509,-2.1900055044059954,3.8606894505499523,6.753086628710592,11654
20130518,-2.8824506192997137,4.077551114277766,7.16678059423805,5990
20130507,-2.101610006708416,3.6254315320820343,6.60184403919338,12932
20130519,-2.4445073807992355,3.703630795146175,6.783206266709282,6330
20130513,-2.3546583473671374,3.960703574022272,6.808393674563502,11320
20130506,-2.403156184893772,3.85237412463904,6.773063044673486,11307
20130517,-2.660651121513019,3.896446627702526,6.8944263450872825,10958
20130508,-2.1769254414774646,3.7210088894931532,6.696061633033976,12302
20130510,-2.2652767399892983,3.701940307745979,6.652433146568997,10719
20130514,-2.227001321213862,3.7757591454810604,6.645122701228697,12234
20130520,-2.2111396636441136,3.7915285151204645,6.693734507146138,11069
20130525,-2.9895830486300183,4.02227955933688,7.323987403040665,6108
20130516,-2.4329440969400467,3.8709791104278093,6.755531095737025,12206
20130526,-2.7051297930611398,4.020187986363926,7.27523424422514,6347
20130524,-2.3837959788657406,3.6267163929216917,6.715523726943436,10900
20130515,-2.3844031452990135,3.9206329016624784,6.778157630318157,12857
20130521,-2.2066876631142938,3.637744618905842,6.80162857848627,12374
20130528,-2.3645482939578426,3.830854140876006,6.795671072674969,11269
20130527,-2.5126024436215744,3.8326726739364894,6.8105331930404915,9364
20130523,-2.2133626736991743,3.7938884872261256,6.68566012039922,11813
20130522,-2.056620213215342,3.5929607486502944,6.621918203093108,12386
20130602,-2.8504093123344543,3.9764731283538204,7.257034686650391,6486
20130601,-2.8974135417052596,4.1608778727601905,7.211504386389225,6335
20130529,-2.2875051841039626,3.9458340418856173,6.798044490227222,12728
20130531,-2.2672442275781743,3.6435067136459467,6.642204232436838,10822
20130530,-2.185417197543326,3.6886517034995476,6.708895663896607,11959
20130608,-2.427141489547279,3.733240584503468,6.768904921759924,6321
20130607,-2.173214464565347,3.6102826962564043,6.511280633825051,11266
20130609,-2.2797413817054117,3.661759136752289,6.80656789645273,6785
20130606,-2.1153269997227606,3.628908274275685,6.577733773519334,11473
20130605,-2.3557796202373296,3.7333766792457554,6.684539412951947,12952
20130604,-2.307563721431656,3.627644254765475,6.646741040348699,12043
20130603,-2.5004283544442734,3.754824321946169,6.821484099214077,12113
20130610,-2.0934663796212907,3.5627167442719947,6.537891186698251,11634
20130612,-2.1834458924495896,3.6254228073298327,6.657808488039236,12995
20130611,-2.308699870769778,3.7040918751320273,6.623823789363141,12614
20130615,-1.9308690877522672,3.8824160076047622,6.740413650927806,24523
20130616,-1.8372261955007927,3.880125742426242,6.7892280085794745,24611
20130622,-2.125690958058472,3.84794486961694,6.821402459459242,20935
20130614,-1.735337174377598,3.810970636910857,6.517967144229284,37171
20130623,-2.0514868511097757,3.8083681247476604,6.814897295322027,25150
20130618,-1.7116121595766685,3.8452578675604467,6.4633279291713395,36685
20130617,-1.582712927021987,3.8101366981036753,6.454271309777487,44579
20130624,-1.7000487212189068,3.727295400218246,6.484928214858791,33192
20130613,-1.7987694644971912,3.8450767956423486,6.522277107808252,43294
20130625,-1.7574466396417356,3.73174714853567,6.513171504672026,29829
20130619,-1.762558332132407,3.907914919264971,6.603105190641962,36325
20130620,-1.7920119580552634,3.8589490135171003,6.590032895340037,37642
20130621,-1.8561824652780494,3.8116643362260927,6.584481284757057,42440
20130626,-1.3428016519118748,3.9843165769448023,6.7039835095106,47111
20130627,-1.3091156153007766,3.841267906096108,6.440529774213678,47003
20130629,-1.798399573236239,3.7772655597919504,6.736673460749895,23421
20130630,-1.5811418366769256,3.8034472095821092,6.719689241341451,26040
20130628,-1.5453431297761366,3.7743317101415363,6.476957740139188,42296
20130706,-2.2632472632200398,3.8498342794372142,6.831875763531769,24943
20130707,-2.211176013646226,3.790212337293885,6.752467889729199,26847
20130701,-1.6378821941228285,3.7221787118799416,6.388034176891889,50633
20130704,-1.3976883402302496,3.668145411367386,6.4425504224123955,40664
20130705,-1.686626059506964,3.784454382025895,6.526329763393388,40525
20130713,-2.39928115682139,3.958784683356389,6.986242369469521,26976
20130702,-1.821713538394485,3.9009561971492475,6.523238659840199,51935
20130703,-1.664008106333598,3.713839648400473,6.503487867397108,50974
20130708,-1.8305278750028362,3.8191069127015065,6.53863461946486,48488
20130714,-2.0897683105408498,3.8480073819152283,6.9198426678078295,28063
20130709,-1.8012352733942483,3.8188989117337706,6.516349016208024,51630
20130710,-1.6693456994251321,3.815914298279208,6.426422032586503,51536
20130712,-1.9816107050691016,3.9524599597343073,6.641774531041923,48036
20130711,-1.848932228111247,4.024122139269554,6.553559347597386,51081
20130715,-1.8230860139662965,3.855024443121442,6.541549657100242,49954
20130720,-2.1724861482008175,3.8773604047105072,6.891400550920471,29508
20130721,-2.035757779867555,3.868658797120407,6.763564335629587,29340
20130716,-1.8595560300185172,3.8541727196363733,6.527234262646134,53537
20130717,-1.779408575090194,3.8772528705654166,6.503286409974211,58205
20130727,-2.530989853650165,4.064087626550004,7.174349304017869,28813
20130728,-2.158005675572981,3.885201689873568,6.843964734522496,29376
20130723,-1.6432767551714038,4.059803132428338,6.556320430560548,45678
20130719,-1.9460920865534246,3.88772180898681,6.676868986563989,53295
20130718,-1.7205610818072352,3.931664609063453,6.6249126865773516,59673
20130722,-1.6179876330442677,3.955447979977938,6.503920414017962,54535
20130724,-1.9009297262149742,4.037795020143635,6.717462017870486,53579
20130726,-2.076162930456209,3.9836700725117016,6.810441187950231,50723
20130729,-1.845480166578558,3.929060695374198,6.579798138366948,51707
20130725,-1.9485562382193837,4.040866614952131,6.742117533225949,57823
20130803,-2.0624611489544225,3.935642138724534,6.905626883590513,32000
20130730,-1.9525000942819806,4.00760903436211,6.71050767282635,57211
20130731,-1.8714210302621008,3.9304189197921633,6.641982673483978,58647
20130804,-1.8776237680110888,3.8191471385234466,6.830825036976557,32057
20130802,-1.8115782744835487,3.7736076725967265,6.656210026619822,49002
20130810,-2.344951623075145,3.9385408601359373,6.883969289313103,32072
20130801,-1.7641166945271787,3.8424143352529736,6.616842934274941,58306
20130811,-2.143659461954107,3.8775935863782736,6.831000659345547,30986
20130805,-1.789693023775776,3.8324292921059966,6.528296294599134,53884
20130806,-1.9665559225919484,3.9018069785042813,6.604039808826142,61085
20130809,-1.930010703834835,3.8306686958424523,6.568244641057687,47694
20130807,-1.8522338584258178,3.874959236805028,6.522199769170949,59542
20130808,-1.7458022610356811,3.8669850944965423,6.465579937342089,57625
20130817,-2.3054478359559663,4.072421883565697,7.015692590072471,27539
20130812,-1.8361673948049289,3.8969975090812534,6.61353656191943,55761
20130813,-1.7596633636900634,3.8619368240386316,6.528125808760733,57090
20130818,-2.0197418454466503,3.9057386419380276,6.8540064621424905,29755
20130815,-1.8456382406399012,3.9433558807749205,6.715207953888475,54029
20130814,-1.8496998308551635,3.908809992364413,6.622725018412072,56151
20130816,-2.0059724260501937,3.9349846558035697,6.736779601382235,49242
20130824,-2.3162021441754077,4.140648722403768,7.003084728767063,29151
20130819,-1.946142370327917,4.008230246811411,6.6691409607071765,55020
20130820,-1.8682359090869791,4.006224464552789,6.625991532172132,55267
20130825,-2.0749449147164847,3.97487386332238,6.818288163776344,36544
20130821,-1.9196340594834302,3.9449803468152274,6.61791798892992,56919
20130822,-1.8465925597586343,3.9372350235432885,6.535327171093937,55245
20130823,-2.1363581798708244,4.065711342580973,6.786228638329485,50937
20130901,-2.3906151340133426,4.0204259659633195,6.957662505010493,23120
20130901,-2.3906151340133426,4.0204259659633195,6.957662505010493,23120
20130830,-2.44020065451335,3.998833758361637,6.873429479378661,65838
20130830,-2.44020065451335,3.998833758361637,6.873429479378661,65838
20130830,-2.44020065451335,3.998833758361637,6.873429479378661,65838
20130830,-2.44020065451335,3.998833758361637,6.873429479378661,65838
20130830,-2.44020065451335,3.998833758361637,6.873429479378661,65838
20130902,-2.279548239108795,4.003085846810079,6.732444414392395,53032
20130907,-2.4227891199396763,4.017121450612728,7.057811431432309,37288
20130908,-2.256932711968801,3.98990259077416,6.910343235766211,36919
20130903,-2.107505709911403,4.039334625344653,6.615007479372697,63657
20130906,-2.1215823054536247,3.9249532755256684,6.68403958197058,65286
20130905,-2.0417193545771166,3.987442123800524,6.644064307059451,72332
20130915,-2.1919572656318715,3.9505744094857795,6.9297924291619974,31807
20130904,-2.0708486882442037,3.978822425812816,6.68413019963442,77518
20130914,-2.44714413318196,4.056839176134678,7.029646361017105,37771
20130909,-1.9906909753578388,3.9884864202657426,6.632722344773857,67645
20130911,-2.1028048810463753,4.065054182861774,6.758767103104069,74928
20130922,-2.6012911997040624,4.300741081657145,7.209758129301169,15255
20130910,-2.111197002269332,4.119224634413015,6.740742127415005,73984
20130912,-2.1376098622140027,4.026069133915796,6.708718984189679,63134
20130913,-2.179372561652417,4.1421283298453275,6.749287082959096,65245
20130921,-2.601172730596489,4.183788547163689,7.155656854595661,37555
20130916,-2.096594372515915,4.034969746986137,6.6839714872372635,67391
20130917,-2.085161920775049,4.097645961917232,6.745436760884724,70825
20130918,-2.0971178532114525,4.108272740694654,6.742214239164,71784
20130919,-2.150995402150902,4.1395195995916545,6.804846426366474,73193
20130920,-2.2204480422108643,4.077757773897231,6.8337198033286946,63830
20131003,-1.4863065735311043,3.893354612080304,6.208931818103718,18523
20131001,-1.5563377862097032,3.817587554015673,6.21528687875246,72531
20131001,-1.5563377862097032,3.817587554015673,6.21528687875246,72531
20131001,-1.5563377862097032,3.817587554015673,6.21528687875246,72531
20131001,-1.5563377862097032,3.817587554015673,6.21528687875246,72531
20131006,-1.94981587517693,3.8668711602801333,6.468886909679043,39277
20131006,-1.94981587517693,3.8668711602801333,6.468886909679043,39277
20131001,-1.5563377862097032,3.817587554015673,6.21528687875246,72531
20131001,-1.5563377862097032,3.817587554015673,6.21528687875246,72531
20131001,-1.5563377862097032,3.817587554015673,6.21528687875246,72531
20131006,-1.94981587517693,3.8668711602801333,6.468886909679043,39277
20131001,-1.5563377862097032,3.817587554015673,6.21528687875246,72531
20131001,-1.5563377862097032,3.817587554015673,6.21528687875246,72531
20131002,-1.5983787004938523,3.811352765301491,6.219739956805621,70559
20131007,-1.5172052615002745,3.8172056722483814,6.286767673033611,68064
20131012,-1.904761095013375,3.824371465953284,6.486471124185335,37449
20131008,-1.451584959124566,3.762246949634601,6.1611673623188405,72928
20131011,-1.617062737275691,3.9068348236861237,6.403525681211984,65286
20131009,-1.4586081400295605,3.775587790980061,6.2029182332332855,74510
20131011,-1.617062737275691,3.9068348236861237,6.403525681211984,65286
20131019,-2.106221947144431,3.9585226749545637,6.636900214484664,36842
20131021,-1.6006228359295365,3.9845277315417764,6.2508372367579135,28685
20131020,-1.7868562807377624,3.9026803056676513,6.425997229082876,38084
20131014,-1.464269880302514,3.7646087637567556,6.1420802656455376,60749
20131014,-1.464269880302514,3.7646087637567556,6.1420802656455376,60749
20131015,-1.5033360406748435,3.8320521245308665,6.138145035008668,71159
20131016,-1.4783829491566685,3.794338914289788,6.191758859004322,71310
20131018,-1.6790328214631913,3.9390704894602555,6.3098757277312325,65872
20131017,-1.5219307179611057,3.803534318504036,6.166285176055023,71125
20131026,-1.9381953188096865,3.908249639292898,6.54382868687771,35268
20131026,-1.9381953188096865,3.908249639292898,6.54382868687771,35268
20131027,-1.8228899566906847,3.809201897305674,6.424543638995946,37434
20131022,-1.378003667726909,3.8394122322487374,6.138490857317434,73448
20131023,-1.4886109874127793,3.8360733320801867,6.177848912154617,67470
20131102,-1.888240744485798,3.888645430724392,6.51351272935835,34833
20131104,-1.6178526067182926,3.863190058347543,6.356412744748126,41770
20131030,-1.4734655455903967,3.773873955454672,6.162933119156343,64713
20131024,-1.439631971374963,3.744100267098287,6.10238629530994,69774
20131030,-1.4734655455903967,3.773873955454672,6.162933119156343,64713
20131028,-1.5824845258380056,3.8357443609812454,6.211902384935909,67695
20131104,-1.6178526067182926,3.863190058347543,6.356412744748126,41770
20131101,-1.6271693000657799,3.7744529848663024,6.185678603310138,56410
20131031,-1.4807911054134446,3.781740597553739,6.219236996406884,70987
20131105,-1.3592210647552503,3.696107733473369,6.039180840560562,63730
20131109,-1.7151711466956197,3.8794025744325538,6.43625444531452,37679
20131108,-1.5733866946441586,3.7285779394104894,6.104199719048255,51412
20131106,-1.2662975966738583,3.739935101754236,6.114909887617638,64299
20131107,-1.3455327439440443,3.7200018117884253,6.072497503915049,64958
20131111,-1.3515453922044525,3.6143595187880933,6.167286065434094,57532
20131117,-1.686016550422666,3.833509506223068,6.421922806149716,35477
20131117,-1.686016550422666,3.833509506223068,6.421922806149716,35477
20131115,-1.543619976548305,3.8002758986082834,6.314690376621722,61524
20131113,-1.314871185174965,3.7748562705630886,6.134777540490798,71679
20131112,-1.3174944600965017,3.732273604914869,6.154822411583159,69862
20131112,-1.3174944600965017,3.732273604914869,6.154822411583159,69862
20131114,-1.369934989704735,3.7425198523359664,6.085272294191563,71297
20131123,-1.7903426828853988,3.9164013334201333,6.552475234618803,32717
20131119,-1.6492876855265257,3.85108018386696,6.328209596551492,70575
20131124,-1.352869638556215,3.7125383256793745,6.391028473440525,36114
20131201,-2.270607244227409,3.72451330335799,6.74006852768336,5775
20131119,-1.6492876855265257,3.85108018386696,6.328209596551492,70575
20131203,-1.94419805694531,3.6729500884019317,6.590124966374001,11592
20131203,-1.94419805694531,3.6729500884019317,6.590124966374001,11592
20131122,-1.5812331301754514,3.8389365100903885,6.310147113166248,61363
20131121,-1.3980336911603897,3.755677970455546,6.272894136457602,70544
20131130,-1.881422100457844,3.9249799568877557,6.585967039845716,25035
20131204,-1.6313877436140045,3.660054222837174,6.427219929425502,15497
20131121,-1.3980336911603897,3.755677970455546,6.272894136457602,70544
20131128,-1.3731274256664014,3.843461239021961,6.224703213708879,50007
20131125,-1.4269248377935828,3.831731704397459,6.2610971765225125,64420
20131208,-1.1630644130302625,3.7693050041407363,6.6382603681200205,11830
20131128,-1.3731274256664014,3.843461239021961,6.224703213708879,50007
20131129,-1.5347102516802502,3.8504638098430726,6.234013198128301,50257
20131126,-1.4909395381239077,3.839381773389947,6.322225327177198,67745
20131207,-1.5043882242174433,3.774063908358024,6.76588022834606,31133
20131207,-1.5043882242174433,3.774063908358024,6.76588022834606,31133
20131214,-1.6425625941219202,3.872101262820328,6.7940423807233685,29403
20131215,-1.5614304959946792,3.8342790625579193,6.72925272430961,32824
20131206,-1.4118169686338609,3.9278352756864634,6.721988128561561,55005
20131209,-1.384674067265385,3.7893787916207837,6.495880217742863,58993
20131213,-1.6682014000736023,3.88077639204524,6.6815423365559665,55632
20131213,-1.6682014000736023,3.88077639204524,6.6815423365559665,55632
20131210,-1.3885548345973138,3.939825077340278,6.555403414073549,61945
20131221,-2.0137096215054364,3.9533973204629667,7.075867011446737,29726
20131213,-1.6682014000736023,3.88077639204524,6.6815423365559665,55632
20131222,-1.8563197620492917,3.9042524093712196,6.810495357886814,30217
20131218,-1.5395101323165126,3.9269051327497753,6.593127000515493,54765
20131217,-1.583394051800438,3.9230405071870322,6.531665045532532,62846
20131220,-1.6844408792576178,3.9081241860830653,6.835008909171144,54912
20131216,-1.5103613496214998,3.9173701861247845,6.521958008840093,60098
20131220,-1.6844408792576178,3.9081241860830653,6.835008909171144,54912
20131225,-1.800241805735749,4.062375204013725,6.98909330893544,28510
20131224,-1.721909462010196,3.9891360383548413,6.7768372948600755,38670
20131223,-1.5207617608573984,3.8809333185481583,6.616591709679848,48921
20131228,-2.1522340319094346,4.008329536801951,7.080167543437718,26165
20131229,-2.160953975841641,3.900764089834425,6.94842980605469,27336
20131226,-1.9840576477360805,3.9657740776484873,6.849514512187375,40110
20131227,-2.1472670033208923,3.892244058895412,6.909400891234493,42327
20140104,-2.2333826969730683,3.904387609459806,6.920254465422699,25164
20131231,-1.75456452174045,3.944779204352312,6.7279644295323004,41279
20131231,-1.75456452174045,3.944779204352312,6.7279644295323004,41279
20140105,-1.9881813119840899,3.8098137769348535,6.704866368980699,30507
20140102,-1.7953286581844836,3.8059668610068207,6.520494769305628,49973
20140103,-1.9307756432963064,3.771150591286614,6.601809930583207,46224
20140103,-1.9307756432963064,3.771150591286614,6.601809930583207,46224
20140118,-2.617224399425291,3.768482486120006,7.306601657369073,5687
20140117,-2.272497168260967,3.7423984750924295,6.943006631540278,9728
20140106,-1.6605367594748928,3.8277790113535834,6.478148052626644,53886
20140111,-2.0579381477308316,3.8751480441629385,6.954687751677746,30974
20140112,-1.85860674501033,3.888757463088904,6.823084476822634,31684
20140120,-2.1419392066045,3.709355655844765,6.762397593004728,9621
20140107,-1.7435095207292286,3.8949662471843682,6.49762838658288,56781
20140108,-1.7197262920742362,3.8671261032728395,6.512486206907758,60078
20140120,-2.1419392066045,3.709355655844765,6.762397593004728,9621
20140121,-2.3715727210321145,3.8642243570255346,6.974598157977695,10739
20140109,-1.7418414854566842,3.9200021551789233,6.604775538490605,60248
20140110,-1.8323495656203341,3.8470199491213317,6.636236443114312,53630
20140113,-1.504619577286165,3.882327969861537,6.605994049441719,51609
20140114,-1.5995372874838416,3.8880224401553534,6.626015806879166,59993
20140115,-1.5646905952233034,3.856945870847126,6.575393496486463,63725
20140116,-1.6560583579297088,3.9559103334563006,6.645312157343467,62875
20140202,-1.9639118867484013,3.968236888862464,6.931791274406842,28970
20140202,-1.9639118867484013,3.968236888862464,6.931791274406842,28970
20140127,-1.7099389027692475,3.894142319244701,6.637608119042547,57630
20140127,-1.7099389027692475,3.894142319244701,6.637608119042547,57630
20140130,-1.6746029261759183,3.9433557131593013,6.67385716420327,51521
20140131,-1.8672244656201762,3.922261452114667,6.741421278193143,42866
20140130,-1.6746029261759183,3.9433557131593013,6.67385716420327,51521
20140128,-1.7064114896783917,3.97624171866289,6.652421050938816,63351
20140128,-1.7064114896783917,3.97624171866289,6.652421050938816,63351
20140203,-1.7514096085677182,3.924312150525466,6.5399305433387465,51901
20140208,-2.0128582942084594,3.954070114142862,6.909002259688425,26862
20140208,-2.0128582942084594,3.954070114142862,6.909002259688425,26862
20140204,-1.6186789728668607,3.8814022189807753,6.612273356538944,56247
20140209,-1.8019952955350067,3.8880329649118943,6.696485496839621,28697
20140205,-1.7292546521431058,3.881651133078663,6.582546378625186,55565
20140206,-1.6272973841735026,3.8626928470387525,6.5849874893470925,55565
20140215,-2.009018442531837,3.9559476371033337,6.8792521354966425,28152
20140210,-1.6923364069058142,3.9249829229395767,6.552736065287093,53603
20140211,-1.572539047765467,3.8807483252342605,6.591297263564349,57239
20140214,-1.6596912122088827,3.870635081231606,6.6993753419117095,50994
20140213,-1.6838217783025355,3.9293353298675355,6.64553540446771,56707
20140212,-1.6547185929923514,3.897987991994284,6.601422134574825,57547
20140222,-2.0982036653684304,3.8980558244044206,7.0454232558050185,32019
20140223,-1.9564935588095926,4.0659851973919725,6.9226462397458075,32412
20140217,-1.8462457180061815,3.952106050217024,6.6673729879556785,53628
20140217,-1.8462457180061815,3.952106050217024,6.6673729879556785,53628
20140220,-1.9782815114285135,4.058824368585238,6.825934027125907,61429
20140218,-2.032646602730885,4.192963128655294,6.811777035894762,60770
20140220,-1.9782815114285135,4.058824368585238,6.825934027125907,61429
20140221,-1.925269883015987,3.949389566786646,6.81875606249547,55904
20140225,-1.728437458278547,3.8925486245363907,6.658253366287404,62800
20140225,-1.728437458278547,3.8925486245363907,6.658253366287404,62800
20140301,-2.0432808656950443,3.929010608463588,6.894474183727272,32180
20140302,-1.9166793872921322,3.889371362108602,6.827122109980061,32280
20140226,-1.7382704468227625,3.934703859330187,6.722929236035483,63170
20140228,-1.7722987516545334,3.8805426909809295,6.620450045942793,56182
20140228,-1.7722987516545334,3.8805426909809295,6.620450045942793,56182
20140303,-1.7688975566174647,4.013799086667974,6.714597606212426,51909
20140312,-1.853863011529472,3.8140469625953224,6.562929573849296,50472
20140304,-1.7452601838920578,3.8263873725578126,6.638504161961876,54742
20140307,-1.893528509655447,3.8991122757649705,6.672289337093404,49172
20140305,-1.6412307699621247,3.758775616335354,6.582960008558027,54948
20140315,-2.1940840763909,3.850277768879689,6.785647350233208,29557
20140312,-1.853863011529472,3.8140469625953224,6.562929573849296,50472
20140312,-1.853863011529472,3.8140469625953224,6.562929573849296,50472
20140315,-2.1940840763909,3.850277768879689,6.785647350233208,29557
20140312,-1.853863011529472,3.8140469625953224,6.562929573849296,50472
20140315,-2.1940840763909,3.850277768879689,6.785647350233208,29557
20140312,-1.853863011529472,3.8140469625953224,6.562929573849296,50472
20140312,-1.853863011529472,3.8140469625953224,6.562929573849296,50472
20140317,-1.6264166283262131,3.7144454543733443,6.398954435418463,50419
20140322,-2.1317513917549133,3.787045709224278,6.798016108379278,28631
20140322,-2.1317513917549133,3.787045709224278,6.798016108379278,28631
20140317,-1.6264166283262131,3.7144454543733443,6.398954435418463,50419
20140323,-2.0371697417781314,3.747182079694555,6.7209292000397864,29052
20140329,-1.967526908885377,3.772496105515192,6.708940188449509,27784
20140318,-1.8514116947522403,3.794739272636444,6.577924497190314,54595
20140325,-1.8870247547019965,3.838741924411873,6.6649849323397685,56554
20140320,-1.7790251722405146,3.7767852165724785,6.553968485732372,53809
20140328,-1.7908849256042998,3.774640499246425,6.608478003866084,49396
20140325,-1.8870247547019965,3.838741924411873,6.6649849323397685,56554
20140327,-1.7017584246756363,3.7639688505720303,6.59264273185491,54652
20140327,-1.7017584246756363,3.7639688505720303,6.59264273185491,54652
20140331,-1.7790087210369974,3.7471397427377005,6.619572186614845,51718
20140331,-1.7790087210369974,3.7471397427377005,6.619572186614845,51718
20140404,-1.7671971755250044,3.6520956103742765,6.580266417892922,29239
20140405,-1.8788960694550567,3.799916359111528,6.705590933402438,34402
20140406,-1.80206686580658,3.8007098111845954,6.758174323624241,31584
20140401,-1.7915780482842545,3.833859294941322,6.618263517948747,51548
20140402,-1.8216646766622253,3.783088004922208,6.5694465117605505,50459
20140403,-1.92028883036446,3.809398497584634,6.667115258523941,52268
20140413,-2.101041436032344,3.9020163255888205,6.722510695720916,30998
20140412,-2.0645348801305623,3.886590787267331,6.756808508316294,30532
20140407,-1.5859423775417885,3.80066873562798,6.548566929120978,54843
20140411,-1.885491602976407,3.8759939595043913,6.70281173549337,51884
20140408,-1.6990406122845285,3.8859335131615267,6.6149082649180455,59341
20140410,-1.6407278059839032,3.8222680936373106,6.574784168226065,60776
20140410,-1.6407278059839032,3.8222680936373106,6.574784168226065,60776
20140420,-2.058708935685336,3.9068686941963495,6.8178684720122344,28263
20140419,-2.0985133179897186,3.7772584044608872,6.800634273873603,29188
20140415,-1.9004672548632373,3.9582147860854904,6.6063819678448095,57086
20140415,-1.9004672548632373,3.9582147860854904,6.6063819678448095,57086
20140416,-1.6856167349848348,3.8506707657586143,6.531280991628939,56401
20140418,-2.008333763152142,3.831310389546041,6.801262691834359,45401
20140421,-1.9454792195204849,3.8965873728137144,6.6414305100966695,48421
20140417,-1.7848741078709665,3.8999636794085224,6.654890863075829,58325
20140426,-1.9459121658643637,3.9168728154576318,6.882891888629368,27937
20140427,-1.7669679879655413,3.7571260775043895,6.777872771694228,28336
20140422,-1.7021327327422358,3.8610689244519185,6.587087779205957,56882
20140503,-2.350313135708288,4.105030935276951,7.179689714943737,28428
20140424,-1.7281988065595577,3.8382354946256174,6.611240730350589,55504
20140425,-1.831878713134947,3.8589775977690417,6.673042339057888,51226
20140423,-1.6468794649212082,3.7938635685602318,6.520829015440547,60369
20140429,-1.90792827689411,3.970242782555693,6.75773284379381,56059
20140502,-2.1715026499017194,4.093406601130035,6.926861591037251,48773
20140430,-1.8578256561013176,3.95506843223613,6.716641700370005,54148
20140429,-1.90792827689411,3.970242782555693,6.75773284379381,56059
20140501,-1.8753647396717417,3.9524625290579616,6.772026942968007,50937
20140506,-1.8577937466682783,3.882061724011613,6.711792859540842,55677
20140506,-1.8577937466682783,3.882061724011613,6.711792859540842,55677
20140506,-1.8577937466682783,3.882061724011613,6.711792859540842,55677
20140511,-2.0758818248635706,3.9587484884912363,6.932431094703346,28129
20140508,-1.8221586963076026,3.889829482616688,6.735792611664043,53523
20140511,-2.0758818248635706,3.9587484884912363,6.932431094703346,28129
