Date,MSFT_Open,MSFT_Close,MSFT_Volume,NKX_Open,NKX_Close,NKX_Volume,NDX_Open,NDX_Close,NDX_Volume,DAX_Open,DAX_Close,DAX_Volume,DJI_Open,DJI_Close,DJI_Volume,NVDA_Open,NVDA_Close,NVDA_Volume,AAPL_Open,AAPL_Close,AAPL_Volume,SPX_Open,SPX_Close,SPX_Volume
2013-04-12,23.601,23.5492,76880787.278897,13568.25,13485.14,3519725824.0,2854.47,2856.48,253651724.0,7831.87,7744.77,121691789.0,14865.14,14865.06,119557947.0,0.297865,0.303857,829719799.0,13.2589,13.1249,279079046.0,1593.3,1588.85,1781272222.0
2013-04-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-15,23.4359,23.468,68869043.419518,13345.86,13275.66,3210406144.0,2841.05,2797.47,306779310.0,7740.54,7712.63,118152724.0,14865.06,14599.2,161612751.0,0.302938,0.297665,463460362.0,13.0402,12.8195,370919477.0,1588.84,1552.36,2588961111.0
2013-04-16,23.6391,23.6984,64551256.615817,13023.91,13221.44,3216100352.0,2816.05,2838.41,261275862.0,7680.78,7682.58,139714438.0,14599.2,14756.78,126381731.0,0.300361,0.300841,504832578.0,12.8725,13.0175,357005708.0,1552.36,1574.57,2030388889.0
2013-04-17,23.601,23.5852,64600221.738288,13330.5,13382.89,2774400512.0,2811.5,2781.98,328056897.0,7719.56,7503.03,161069572.0,14756.78,14618.59,168061324.0,0.298593,0.296899,573857584.0,12.8331,12.3011,1104872766.0,1574.57,1552.01,2361283333.0
2013-04-18,23.6821,23.5492,69529787.951463,13272.22,13220.07,3049725696.0,2787.53,2741.95,304482759.0,7519.67,7473.73,140254809.0,14618.59,14537.14,158097157.0,0.298793,0.291234,433449748.0,12.367,11.9717,778959439.0,1552.03,1541.61,2161555556.0
2013-04-19,24.2299,24.3402,121997244.57172,13268.43,13316.48,2360092928.0,2743.4,2780.46,299801724.0,7490.11,7459.96,178317057.0,14537.14,14547.51,207212108.0,0.290507,0.291903,326290251.0,11.8468,11.9257,712331692.0,1541.61,1555.25,1983261111.0
2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-22,24.7826,25.2163,168594147.8964,13537.17,13568.37,2462254336.0,2791.77,2810.07,280748276.0,7516.06,7478.11,153697225.0,14547.51,14567.17,146964715.0,0.291673,0.292353,264416022.0,12.0016,12.1739,502497412.0,1555.25,1562.5,1655488889.0
2013-04-23,25.1119,25.0298,72252477.481834,13545.6,13529.65,2402127360.0,2823.99,2835.37,290477586.0,7477.03,7658.21,184055206.0,14567.17,14719.46,137390959.0,0.294831,0.299942,405882415.0,12.3374,12.4035,772677817.0,1562.5,1578.78,1980638889.0
2013-04-24,25.0669,25.9783,111192004.94887,13687.28,13843.46,3074476800.0,2827.24,2834.12,299756897.0,7656.76,7759.03,110013842.0,14719.46,14676.3,138091900.0,0.300621,0.310177,599319399.0,12.0183,12.3828,1134101927.0,1578.78,1578.79,1999022222.0
2013-04-25,25.9373,26.1258,135331079.32122,13887.53,13926.08,2944847360.0,2842.01,2848.66,346936207.0,7766.61,7832.86,86583379.0,14676.3,14700.8,129677053.0,0.311814,0.312713,380342564.0,12.5572,12.4705,449138677.0,1578.93,1585.16,2171433333.0
2013-04-26,26.0925,26.0035,58436775.596317,13978.98,13884.13,2483024896.0,2841.4,2840.55,296891379.0,7835.59,7814.76,94489281.0,14700.8,14712.55,128860925.0,0.312313,0.311344,349232822.0,12.5139,12.7416,893678934.0,1585.16,1582.24,1777011111.0
2013-04-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-29,26.0133,26.6747,72271852.214776,,,,2850.48,2866.95,274846552.0,7834.02,7873.5,79204314.0,14712.55,14818.75,97050534.0,0.312932,0.315057,290414657.0,12.842,13.1338,748506651.0,1582.34,1593.61,1606222222.0
2013-04-30,26.6357,27.0769,91893187.092775,13854.82,13860.86,2375490304.0,2869.13,2887.44,342115517.0,7928.42,7913.71,119767976.0,14818.75,14839.8,148263484.0,0.315787,0.319704,297953271.0,13.2876,13.52,808302507.0,1593.58,1597.57,2080594444.0
2013-05-01,26.9343,26.7634,66423797.321033,13837.72,13799.35,1854219648.0,2885.42,2873.35,324931034.0,,,,14839.8,14700.95,112678673.0,0.319704,0.316887,367514256.0,13.5714,13.4164,592936689.0,1597.55,1582.7,1961288889.0
2013-05-02,26.6914,27.1259,56316088.01296,13727.25,13694.04,1799195392.0,2877.44,2911.14,303013793.0,7905.35,7961.71,142871506.0,14700.95,14831.58,91183884.0,0.316657,0.320654,348323246.0,13.4914,13.6049,493438973.0,1582.77,1597.59,1870527778.0
2013-05-03,27.1786,27.3964,57197931.173756,,,,2937.58,2944.59,300960345.0,7972.28,8122.29,134546896.0,14831.58,14973.96,119929037.0,0.322908,0.32205,316422666.0,13.7821,13.7419,422720636.0,1597.6,1614.42,2002172222.0
2013-05-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-06,27.337,27.6035,50101910.662367,,,,2951.44,2955.36,258691379.0,8119.22,8112.08,66147808.0,14973.96,14968.89,116187411.0,0.32205,0.321102,243028458.0,13.9164,14.0702,580537785.0,1614.4,1617.5,1701244444.0
2013-05-07,27.5264,27.2471,55043063.424511,13960.04,14180.24,2172447744.0,2960.08,2952.88,294793103.0,8125.82,8181.78,89541683.0,14968.89,15056.2,117271115.0,0.321102,0.316887,482462841.0,14.1992,14.0069,565385870.0,1617.55,1625.96,1838655556.0
2013-05-08,27.0517,26.9862,63076624.846718,14196.2,14285.69,2525950720.0,2951.76,2968.24,302827586.0,8176.88,8249.71,121804420.0,15056.2,15105.12,113432797.0,0.317357,0.322708,359706901.0,14.0187,14.1635,552462255.0,1625.95,1632.69,1974833333.0
2013-05-09,26.8692,26.7137,58730091.279568,14366.95,14191.48,2683070208.0,2959.81,2961.12,314865517.0,8232.5,8262.55,57870881.0,15105.12,15082.62,97818022.0,0.316887,0.322908,609760039.0,14.1342,14.0423,463033943.0,1632.69,1626.67,1920777778.0
2013-05-10,26.7225,26.7401,44494033.246997,14449.24,14607.54,3124888320.0,2967.07,2981.02,291332759.0,8278.45,8278.59,95065412.0,15082.62,15118.49,98981388.0,0.329669,0.337637,927375643.0,14.078,13.9241,388838679.0,1626.69,1633.7,1714705556.0
2013-05-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13,26.6747,27.0213,44055594.425391,14759.5,14782.21,3872133376.0,2973.21,2982.09,278536207.0,8281.95,8279.29,85255365.0,15113.42,15091.68,94270778.0,0.335308,0.330647,312316116.0,13.8787,13.9793,368251298.0,1632.1,1633.77,1617000000.0
2013-05-14,27.0682,27.6181,69043352.539271,14822.56,14758.42,3046740224.0,2981.89,2996.05,313882759.0,8304.5,8339.11,114734335.0,15092.15,15215.25,124533131.0,0.334609,0.335557,488999422.0,13.9517,13.6443,519234374.0,1633.75,1650.34,1920994444.0
2013-05-15,27.5547,27.8848,56218596.985964,14962.34,15096.03,4350121472.0,2990.39,3002.62,317915517.0,8333.61,8362.42,152900229.0,15211.87,15275.69,123953314.0,0.333911,0.340973,337252428.0,13.5003,13.1821,861329798.0,1649.13,1658.78,2031911111.0
2013-05-16,27.706,28.0734,72093429.394064,15146.05,15037.24,3751075072.0,3005.05,2999.34,335475862.0,8348.54,8369.87,125947085.0,15273.92,15233.22,145110669.0,0.340753,0.339653,332036705.0,13.0106,13.3595,700989236.0,1658.07,1650.47,1951738889.0
2013-05-17,28.1133,28.722,73657601.219115,14926.42,15138.12,3144694272.0,3017.79,3028.96,315277586.0,8356.26,8398.0,158379772.0,15234.75,15354.4,175790088.0,0.341232,0.345195,336073170.0,13.4973,13.3182,497213305.0,1652.45,1667.47,1911505556.0
2013-05-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20,28.6094,28.8958,65586859.844109,15260.61,15360.81,3680932096.0,3019.28,3020.97,300906897.0,8434.97,8455.83,78297009.0,15348.33,15335.28,116438946.0,0.343798,0.344497,254524961.0,13.2766,13.6147,524089306.0,1665.71,1666.29,1819488889.0
2013-05-21,28.9105,28.7062,59126821.801102,15264.79,15381.02,5141071360.0,3019.9,3026.45,306341379.0,8446.78,8472.2,113836855.0,15334.97,15387.58,122957576.0,0.346523,0.348219,383322315.0,13.4679,13.5151,530023392.0,1666.2,1669.16,1951977778.0
2013-05-22,28.6543,28.506,80185899.259729,15440.69,15627.26,4768370176.0,3027.45,2999.13,375746552.0,8467.56,8530.89,110213401.0,15387.12,15307.17,171890097.0,0.349588,0.336107,514666013.0,13.6502,13.5664,514888755.0,1669.39,1655.35,2422788889.0
2013-05-23,28.1973,28.1291,62042837.871662,15739.98,14483.98,5951827456.0,2967.93,2991.45,313908621.0,8410.06,8351.98,132876697.0,15300.57,15294.5,148727583.0,0.332116,0.341331,421975899.0,13.4018,13.59,410286661.0,1651.62,1650.51,2191950000.0
2013-05-24,27.9404,28.2296,40274244.260231,14731.75,14612.45,4611826176.0,2971.36,2991.02,249863793.0,8390.16,8305.32,131149641.0,15290.74,15303.1,105661068.0,0.339503,0.339273,303507689.0,13.5517,13.6847,320916438.0,1646.67,1649.6,1532266667.0
2013-05-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-27,,,,14373.82,14142.65,3073859584.0,,,,8346.6,8383.3,48707265.0,,,,,,,,,,,,
2013-05-28,28.3527,28.846,58533250.995799,13943.62,14311.98,3362676992.0,3034.91,3013.39,301391379.0,8432.46,8480.87,97455028.0,15307.33,15409.39,130692357.0,0.34183,0.339073,299217235.0,13.8297,13.5684,448277492.0,1652.63,1660.06,1920777778.0
2013-05-29,28.6173,28.7298,46633360.461929,14492.55,14326.46,2970254336.0,2996.98,2994.82,309422414.0,8437.21,8336.58,107502470.0,15399.94,15302.8,114112636.0,0.337077,0.337077,358945366.0,13.525,13.6777,384147760.0,1656.57,1648.36,1992855556.0
2013-05-30,28.7062,28.8547,62076592.129238,14072.9,13589.03,3216030464.0,2998.99,3011.83,299537931.0,8314.2,8400.2,103141448.0,15306.02,15324.53,121195781.0,0.336577,0.341331,304813355.0,13.7004,13.8807,410806439.0,1649.14,1654.41,1943677778.0
2013-05-31,28.6839,28.752,68188545.341951,13804.23,13774.54,2805021184.0,3001.69,2981.76,339356897.0,8385.38,8348.84,122400284.0,15322.22,15115.57,208872292.0,0.339573,0.337757,618696146.0,13.9105,13.8247,446380703.0,1652.13,1630.74,2277555556.0
2013-06-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-03,28.7668,29.3169,62224280.955647,13551.36,13261.82,2822702848.0,2984.59,2990.79,354155172.0,8291.49,8285.8,97748325.0,15123.55,15254.03,148066979.0,0.338174,0.337337,476166308.0,13.855,13.855,432403091.0,1631.71,1640.42,2195594444.0
2013-06-04,29.3412,28.8204,79550910.918684,13186.6,13533.76,3782538240.0,2993.06,2973.69,322696552.0,8358.68,8295.96,82405857.0,15255.22,15177.54,134306438.0,0.339273,0.337707,389611067.0,13.9319,13.8118,345626636.0,1640.73,1631.38,2029911111.0
2013-06-05,28.5002,28.6476,55876886.446902,13566.75,13014.87,3037026560.0,2961.67,2937.14,312739655.0,8229.23,8196.18,89163207.0,15168.1,14960.59,141381678.0,0.337337,0.330447,497649543.0,13.7004,13.6827,337257846.0,1629.05,1608.9,2017972222.0
2013-06-06,28.6974,28.7981,45673662.080685,12925.29,12904.02,3139544064.0,2940.87,2950.3,310810345.0,8188.82,8098.81,85243565.0,14955.45,15040.62,140328334.0,0.330447,0.332585,365411262.0,13.6944,13.4778,484459509.0,1609.29,1622.56,1970766667.0
2013-06-07,29.0354,29.3811,49480206.360633,12706.41,12877.53,3244524800.0,2960.9,2990.87,283932759.0,8124.88,8254.68,103601131.0,15044.46,15248.12,137292265.0,0.334878,0.337207,294166308.0,13.4194,13.5802,470134859.0,1625.27,1643.38,1873327778.0
2013-06-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-10,29.2483,29.22,43698431.40037,13141.85,13514.2,2413888000.0,2995.03,2990.49,268365517.0,8246.04,8307.69,75733057.0,15247.81,15238.59,94243153.0,0.336337,0.337077,240145061.0,13.6709,13.4914,523090979.0,1644.67,1642.81,1654850000.0
2013-06-11,28.8723,28.6974,47875891.65332,13504.77,13317.62,2601579776.0,2959.44,2959.84,269029310.0,8256.19,8222.46,96689753.0,15231.38,15122.02,101676448.0,0.332585,0.330687,317469316.0,13.3958,13.4502,332455338.0,1638.64,1626.13,1908727778.0
2013-06-12,28.9456,28.8302,45370669.269145,13087.66,13289.32,2055121664.0,2977.68,2926.14,281068966.0,8204.91,8143.27,81793396.0,15130.39,14995.23,105832469.0,0.332346,0.32785,334879802.0,13.5102,13.2866,308141320.0,1629.94,1612.52,1779194444.0
2013-06-13,28.8204,28.5998,55418338.814808,13038.02,12445.38,2408816896.0,2924.89,2962.9,273231034.0,8023.37,8095.39,97586800.0,14992.54,15176.08,104433250.0,0.326651,0.335378,253155761.0,13.2965,13.4018,332239126.0,1612.15,1636.36,1877011111.0
2013-06-14,28.4622,28.336,64583526.337206,12668.9,12686.52,2782015744.0,2958.87,2943.86,251384483.0,8157.88,8127.96,72768131.0,15178.08,15070.18,107382554.0,0.336577,0.334878,252843806.0,13.3852,13.2196,315890601.0,1635.52,1626.73,1633000000.0
2013-06-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-17,28.5764,28.8302,60300938.398361,12584.37,13033.12,1718697856.0,2967.33,2971.26,272729310.0,8170.75,8215.73,73145690.0,15078.71,15179.85,139308123.0,0.337507,0.338174,273543765.0,13.2637,13.2796,301398121.0,1630.64,1639.04,1742822222.0
2013-06-18,28.8058,28.8128,34741156.754042,13015.15,13007.28,1587398656.0,2974.92,2996.09,288808621.0,8196.44,8229.51,73649453.0,15186.3,15318.23,99203734.0,0.339703,0.336107,521490413.0,13.2657,13.2726,226616717.0,1639.77,1651.81,1733877778.0
2013-06-19,28.7981,28.4933,37415231.307718,13233.08,13245.22,2019128192.0,2998.09,2959.5,284344828.0,8254.57,8197.08,78657320.0,15315.47,15112.19,111283544.0,0.339073,0.346263,1242331333.0,13.2618,13.0027,361290430.0,1651.83,1628.93,1969477778.0
2013-06-20,28.2208,27.587,66158116.534822,13101.85,13014.58,2006845952.0,2927.63,2890.33,351982759.0,8085.67,7928.48,131807475.0,15105.51,14758.32,172716511.0,0.343468,0.337077,673535181.0,12.8894,12.8125,415209240.0,1624.62,1588.19,2699361111.0
2013-06-21,27.7235,27.3983,103602343.39378,12787.87,13230.13,2409840384.0,2887.07,2877.94,503775862.0,7946.32,7789.24,245491118.0,14760.62,14799.4,420172661.0,0.338853,0.336577,765206767.0,12.8639,12.7131,559052540.0,1588.62,1592.43,3220711111.0
2013-06-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-24,27.1337,27.7763,68120862.777731,13417.54,13062.78,1625272448.0,2852.65,2848.2,350165517.0,7776.88,7692.45,121376956.0,14795.79,14659.56,158751772.0,0.331646,0.329469,622194119.0,12.5228,12.3749,558321390.0,1588.77,1573.09,2629811111.0
2013-06-25,28.0734,27.7335,53490652.197498,13081.62,12969.34,1991546496.0,2874.66,2866.5,285737931.0,7741.13,7811.3,79935253.0,14669.69,14760.31,135949351.0,0.333045,0.331866,489980645.0,12.4705,12.3769,365111863.0,1577.52,1588.03,2089538889.0
2013-06-26,28.1063,28.2932,59081779.94943,13152.75,12834.01,1733697408.0,2892.43,2893.85,288151724.0,7810.37,7940.99,88381236.0,14769.99,14910.14,133276803.0,0.335637,0.329949,621171875.0,12.4163,12.2349,427339916.0,1592.27,1603.26,1976855556.0
2013-06-27,28.4357,28.5159,35198598.662634,12968.72,13213.55,1824231040.0,2909.88,2906.84,291344828.0,7945.92,7990.75,67029260.0,14921.28,15024.49,113559204.0,0.330917,0.326871,865666459.0,12.2725,12.106,391871410.0,1606.44,1613.2,1869188889.0
2013-06-28,28.3195,28.4542,79574353.280772,13383.92,13677.32,2344195840.0,2896.7,2909.6,625932759.0,8015.53,7959.22,101763877.0,15016.58,14909.6,230084707.0,0.326871,0.327591,462313163.0,12.101,12.2606,668269476.0,1611.12,1606.28,2765105556.0
2013-06-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,28.6233,28.3029,37708351.44172,13746.72,13852.5,1722666368.0,2933.48,2927.35,273577586.0,8000.02,7983.92,96718571.0,14911.6,14974.96,120474902.0,0.329949,0.328969,213754502.0,12.3789,12.5799,454409707.0,1609.78,1614.96,1724827778.0
2013-07-02,28.3459,27.955,45687518.434291,13969.15,14098.74,2141299840.0,2924.79,2929.63,290550000.0,7988.92,7910.77,96760722.0,14973.04,14932.41,116652941.0,0.327091,0.328719,274677875.0,12.6026,12.8639,546017882.0,1614.29,1614.08,1842850000.0
2013-07-03,27.7235,28.0138,19417486.559621,14149.99,14055.56,2006229376.0,2918.95,2941.41,161375862.0,7841.18,7829.32,115952818.0,14923.73,14988.55,60991033.0,0.326433,0.329719,150398084.0,12.9368,12.9349,279915921.0,1611.48,1615.41,1092250000.0
2013-07-04,,,,13970.27,14018.93,1435854464.0,,,,7877.91,7994.31,119377679.0,,,,,,,,,,,,
2013-07-05,28.0803,28.1809,31668700.260306,14150.85,14309.97,1793705600.0,2958.26,2963.22,216275862.0,8010.44,7806.0,116269239.0,14995.46,15135.84,94560769.0,0.330687,0.332346,197852524.0,12.9229,12.8302,318401630.0,1618.65,1631.89,1463411111.0
2013-07-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08,28.2932,28.2745,39330632.108323,14491.07,14109.34,2204948480.0,2976.61,2966.13,262365517.0,7865.92,7968.54,79568733.0,15137.22,15224.69,136817431.0,0.333282,0.330567,280776814.0,12.9139,12.7591,346427850.0,1634.2,1640.46,1952550000.0
2013-07-09,28.4856,28.2932,30738912.723644,14295.44,14472.9,1975609344.0,2981.1,2984.32,281641379.0,8021.13,8057.75,82854743.0,15228.46,15300.34,109311164.0,0.331386,0.332366,168586580.0,12.715,12.9829,409681551.0,1642.89,1652.32,1752977778.0
2013-07-10,28.2843,28.5832,36260613.325384,14464.82,14416.6,1781745664.0,2981.22,3000.66,270231034.0,8056.51,8066.48,75949624.0,15298.03,15291.66,105020142.0,0.332346,0.336837,223308120.0,12.8982,12.9339,326657444.0,1651.56,1652.62,1672783333.0
2013-07-11,28.8302,29.396,65109044.97997,14275.26,14472.58,1674881920.0,3032.09,3059.46,300725862.0,8163.56,8158.8,81260019.0,15298.0,15460.92,125018616.0,0.338603,0.341331,256935994.0,13.0008,13.1338,379124946.0,1657.41,1675.02,1914633333.0
2013-07-12,29.309,29.3811,43099445.621358,14475.17,14506.25,1849073152.0,3061.89,3079.07,278589655.0,8192.91,8212.77,87866238.0,15460.69,15464.3,130064999.0,0.340633,0.341571,231790871.0,13.1455,13.1112,324867755.0,1675.26,1680.19,1688372222.0
2013-07-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,29.3733,29.7944,41450486.303781,,,,3077.02,3079.85,249850000.0,8237.92,8234.81,67635820.0,15459.69,15484.26,99424934.0,0.3423,0.340853,215690738.0,13.0647,13.1388,281105081.0,1679.59,1682.5,1457333333.0
2013-07-16,29.6603,29.8742,44164299.331584,14594.88,14599.12,1860698368.0,3083.57,3077.47,274231034.0,8251.51,8201.05,68666513.0,15485.03,15451.85,105894403.0,0.3423,0.342769,174151202.0,13.1112,13.2244,251272261.0,1682.7,1676.26,1712061111.0
2013-07-17,29.935,29.4389,45267508.33774,14491.8,14615.04,2476762112.0,3084.94,3085.28,269713793.0,8216.7,8254.72,71745818.0,15456.92,15470.52,126140376.0,0.342769,0.340853,178070844.0,13.2087,13.2284,231203952.0,1677.91,1680.91,1751911111.0
2013-07-18,29.4221,29.1927,59988881.725548,14645.25,14808.5,1912947968.0,3081.34,3077.82,296446552.0,8239.38,8337.09,79507931.0,15465.91,15548.54,136318816.0,0.340373,0.339503,369058678.0,13.3219,13.2716,254338921.0,1681.05,1689.37,1917983333.0
2013-07-19,26.6895,25.8629,301555805.08456,14909.76,14589.91,2693929728.0,3043.06,3044.93,307837931.0,8299.01,8331.57,119916356.0,15524.27,15543.74,229234681.0,0.337507,0.332346,514814724.0,13.3143,13.0628,312251613.0,1686.15,1692.09,1834766667.0
2013-07-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-22,26.11,26.3671,95944625.58089,14770.02,14658.04,1774685440.0,3061.5,3055.23,259829310.0,8343.28,8331.06,73050637.0,15543.97,15545.55,180838380.0,0.334878,0.332116,313234495.0,13.2017,13.1043,241534390.0,1694.41,1695.53,1543961111.0
2013-07-23,26.284,26.2116,79901914.654266,14555.36,14778.51,1630694912.0,3059.16,3031.4,279370690.0,8358.62,8314.23,80771887.0,15547.0,15567.74,98694369.0,0.336337,0.331646,264393738.0,13.0953,12.8785,427013185.0,1696.63,1692.39,1720100000.0
2013-07-24,26.3843,26.323,64110510.108309,14719.64,14731.28,1430278272.0,3060.48,3041.16,320113793.0,8325.06,8379.11,88484915.0,15576.69,15542.24,99325970.0,0.334659,0.331646,304524805.0,13.4934,13.5408,687742785.0,1696.06,1685.94,1853400000.0
2013-07-25,26.0466,25.854,76749721.162486,14747.21,14562.93,1582161920.0,3054.17,3061.67,379994828.0,8349.52,8298.98,96060651.0,15539.17,15555.61,103286367.0,0.331386,0.332815,260671892.0,13.5477,13.4798,266803937.0,1685.21,1690.25,1845833333.0
2013-07-26,25.7487,26.0466,46905843.495323,14339.39,14129.98,1960527360.0,3046.12,3076.23,309665517.0,8341.78,8244.91,75415089.0,15547.85,15558.83,94881188.0,0.328719,0.331386,243576335.0,13.3822,13.5567,232604441.0,1687.31,1691.65,1534872222.0
2013-07-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-29,25.9216,25.9793,35053817.47951,13899.27,13661.13,1846593152.0,3067.48,3068.95,266503448.0,8307.12,8259.03,67355516.0,15557.14,15521.97,87241014.0,0.330687,0.330687,192344716.0,13.5507,13.7656,288401310.0,1690.32,1685.33,1578066667.0
2013-07-30,26.1784,26.2342,55603363.214362,13634.2,13869.82,1833999104.0,3080.2,3085.33,304065517.0,8302.14,8271.02,135632232.0,15534.49,15520.59,117616164.0,0.331866,0.336337,285095019.0,13.8307,13.9349,359394878.0,1687.92,1685.96,1844738889.0
2013-07-31,26.3328,26.2263,53295459.236987,13733.55,13668.32,1864969472.0,3094.82,3090.19,334893103.0,8235.22,8275.97,113064530.0,15528.57,15499.54,145070199.0,0.334659,0.336957,289428707.0,13.9863,13.9105,374925541.0,1687.76,1685.73,2137438889.0
2013-08-01,26.4168,26.0858,51665166.170255,13674.5,14005.77,1956839040.0,3113.22,3126.3,321256897.0,8320.38,8410.73,97990435.0,15503.85,15628.02,111001742.0,0.338174,0.341571,297448159.0,14.0059,14.0393,239462582.0,1689.42,1706.87,2097316667.0
2013-08-02,26.1023,26.2685,35447917.81245,14178.66,14466.16,1934936192.0,3125.49,3143.52,290218966.0,8428.58,8406.94,73393682.0,15627.56,15658.36,104887604.0,0.340853,0.344367,224578783.0,14.0788,14.2189,318658704.0,1706.1,1709.67,1742572222.0
2013-08-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,26.277,26.11,37618224.738018,14318.21,14258.04,1340707072.0,3136.77,3143.19,253768966.0,8416.11,8398.38,62901132.0,15651.98,15612.13,76850495.0,0.343468,0.346043,198397035.0,14.285,14.4318,370234832.0,1708.01,1707.14,1405166667.0
2013-08-06,25.9978,26.0143,44109555.77999,14237.1,14401.06,1539557632.0,3136.15,3122.2,249000000.0,8387.93,8299.73,122121795.0,15608.44,15518.74,87729708.0,0.346263,0.340853,221345505.0,14.3883,14.3014,389072501.0,1705.79,1697.37,1745116667.0
