Date,Buy & Hold,Base RF,Sent RF,Base LSTM,Sent LSTM
2023-05-30,1.0000166449291823,1.0000166449291823,1.0000166449291823,,
2023-05-31,0.9938891707065335,0.9938891707065335,0.9938891707065335,,
2023-06-01,1.0036354756638528,0.9938891707065335,0.9938891707065335,,
2023-06-02,1.0181177244651114,0.9938891707065335,0.9938891707065335,,
2023-06-05,1.0160758147757232,0.9918958531568267,0.9918958531568267,,
2023-06-06,1.0184647274678291,0.9918958531568267,0.9918958531568267,,
2023-06-07,1.0145749298760118,0.9881075294212215,0.9918958531568267,,
2023-06-08,1.0208343856667028,0.9942036936519076,0.9918958531568267,,
2023-06-09,1.0220057663413264,0.9953445163061354,0.9918958531568267,,
2023-06-12,1.0314878363652096,0.9953445163061354,0.9918958531568267,1.0,1.0
2023-06-13,1.038614040157925,0.9953445163061354,0.9918958531568267,1.0,1.0069086648833658
2023-06-14,1.0394647399089176,0.9953445163061354,0.9918958531568267,1.0,1.007733395647027
2023-06-15,1.052047024076489,1.0073927436946806,1.0039023359261685,1.0,1.007733395647027
2023-06-16,1.0481771991970306,1.0036871740635533,1.0002096053283858,1.0,1.007733395647027
2023-06-20,1.0432021515158525,0.9989232929642715,1.0002096053283858,1.0,1.007733395647027
2023-06-20,1.0432021515158525,0.9989232929642715,1.0002096053283858,1.0,1.007733395647027
2023-06-21,1.0377158660189127,0.9936698736085101,1.0002096053283858,1.0,1.007733395647027
2023-06-22,1.0415594470432308,0.9973503133085316,1.0002096053283858,1.0,1.0114659250261335
2023-06-23,1.033551651770592,0.9896824100057015,1.0002096053283858,1.0,1.0114659250261335
2023-06-27,1.0406767309661376,0.9965050642365265,1.0002096053283858,1.0068937814412462,1.0114659250261335
2023-06-27,1.0406767309661376,0.9965050642365265,1.0002096053283858,1.0068937814412462,1.0114659250261335
2023-06-28,1.0403082559905286,0.9961522292318485,1.0002096053283858,1.0065372680778573,1.0114659250261335
2023-06-29,1.044951724120145,0.9961522292318485,1.0002096053283858,1.0110299977074424,1.0114659250261335
2023-06-30,1.057694245039878,0.9961522292318485,1.0002096053283858,1.0110299977074424,1.02380010794745
2023-07-03,1.0589317492410555,0.9961522292318485,1.0002096053283858,1.0110299977074424,1.02380010794745
2023-07-05,1.0568453851115545,0.9961522292318485,1.0002096053283858,1.0110299977074424,1.02380010794745
2023-07-06,1.048439167919607,0.9882287693642713,1.0002096053283858,1.0110299977074424,1.02380010794745
2023-07-06,1.048439167919607,0.9882287693642713,1.0002096053283858,1.0110299977074424,1.02380010794745
2023-07-10,1.0479494829986045,0.987767206365038,1.0002096053283858,1.010557785146421,1.0233219309674946
2023-07-11,1.0549912718442227,0.9944045951024664,1.0069306018614705,1.010557785146421,1.0301982328082513
2023-07-12,1.0627811348607241,0.9944045951024664,1.0069306018614705,1.010557785146421,1.0301982328082513
2023-07-13,1.0717451721912548,0.9944045951024664,1.0069306018614705,1.0190813441498445,1.0301982328082513
2023-07-14,1.0706467339243322,0.9944045951024664,1.0069306018614705,1.0190813441498445,1.0301982328082513
2023-07-18,1.082359634314597,0.9944045951024664,1.0069306018614705,1.0190813441498445,1.0301982328082513
2023-07-19,1.0849086816125937,0.9944045951024664,1.0069306018614705,1.0214813657918094,1.0301982328082513
2023-07-20,1.0775532110262522,0.9944045951024664,1.0069306018614705,1.0145559201133678,1.0301982328082513
2023-07-21,1.0779024485004312,0.9944045951024664,1.0069306018614705,1.0145559201133678,1.0301982328082513
2023-07-24,1.082242055770725,0.9944045951024664,1.0069306018614705,1.0145559201133678,1.0301982328082513
2023-07-25,1.0852839764445479,0.9944045951024664,1.0069306018614705,1.0174075914300442,1.0330938708827515
2023-07-26,1.0851152587065438,0.9942500054304653,1.0067740649023331,1.017249425723022,1.0330938708827515
2023-07-27,1.0781212269870197,0.9878416391123963,1.0002849756670436,1.010692818309119,1.0330938708827515
2023-07-28,1.0887185274177762,0.9878416391123963,1.0002849756670436,1.010692818309119,1.0432485787661254
