Date,Buy & Hold,Base RF,Sent RF,Base LSTM,Sent LSTM,ARIMA
2023-05-30,1.0039492746786598,1.0039492746786598,1.0039492746786598,,,1.0
2023-05-31,0.9968676836715444,0.9968676836715444,0.9968676836715444,,,0.9929462661254653
2023-06-01,1.0098895823588847,1.0098895823588847,1.0098895823588847,,,1.005916940058676
2023-06-02,1.0172146553467774,1.0172146553467774,1.0172146553467774,,,1.005916940058676
2023-06-05,1.0179039099691627,1.0172146553467774,1.0179039099691627,,,1.005916940058676
2023-06-06,1.0180150890871555,1.017325759181907,1.0180150890871555,,,1.0060268099167977
2023-06-07,1.000039719646108,0.9993625614265705,1.000039719646108,,,1.0060268099167977
2023-06-08,1.0126325128006857,1.0119468276064452,1.0126325128006857,,,1.0186949942662404
2023-06-09,1.015691399740809,1.0150036432784044,1.015691399740809,,,1.0186949942662404
2023-06-12,1.033428627494477,1.0327288605995573,1.033428627494477,1.0,1.0,1.0186949942662404
2023-06-13,1.0415435755702696,1.040838313789814,1.0415435755702696,1.0,1.0,1.0186949942662404
2023-06-14,1.048846050264584,1.0481358437497694,1.048846050264584,1.0,1.0070112042026818,1.0186949942662404
2023-06-15,1.0613380643542958,1.0606193991054396,1.0613380643542958,1.0,1.019004954999783,1.0186949942662404
2023-06-16,1.0542160270298215,1.0606193991054396,1.0542160270298215,1.0,1.019004954999783,1.0186949942662404
2023-06-20,1.053253201401224,1.0596507252155882,1.053253201401224,0.9990866903899096,1.019004954999783,1.017764610338226
2023-06-20,1.053253201401224,1.0596507252155882,1.053253201401224,0.9990866903899096,1.019004954999783,1.017764610338226
2023-06-21,1.0389903555868738,1.0453012460108657,1.0389903555868738,0.9855573515744728,1.005205888889293,1.017764610338226
2023-06-22,1.0511395839970665,1.0575242695711486,1.0511395839970665,0.9855573515744728,1.0169600653142403,1.029665639690732
2023-06-23,1.040545858047862,1.0468661966881272,1.040545858047862,0.9756245846529742,1.006710811649701,1.029665639690732
2023-06-27,1.044342233929183,1.050685631986763,1.044342233929183,0.9791840987423861,1.006710811649701,1.0334223196776002
2023-06-27,1.044342233929183,1.050685631986763,1.044342233929183,0.9791840987423861,1.006710811649701,1.0334223196776002
2023-06-28,1.0456452841385617,1.0519965970021303,1.0456452841385617,0.9791840987423861,1.0079669082541336,1.0334223196776002
2023-06-29,1.0439235515903125,1.0502644065459776,1.0439235515903125,0.9791840987423861,1.0063072159475508,1.031720713147292
2023-06-30,1.0605092998604597,1.0669508976568742,1.0605092998604597,0.9791840987423861,1.0222953198089042,1.0481125839957748
2023-07-03,1.0625669493833128,1.0690210454677045,1.0625669493833128,0.9810839573233788,1.024278824788348,1.0481125839957748
2023-07-05,1.0622238530306127,1.0686758651269528,1.0622238530306127,0.9807671713291922,1.024278824788348,1.0481125839957748
2023-07-06,1.0542059143865878,1.060609225037398,1.0542059143865878,0.9733640886537699,1.024278824788348,1.0402011608371515
2023-07-06,1.0542059143865878,1.060609225037398,1.0542059143865878,0.9733640886537699,1.024278824788348,1.0402011608371515
2023-07-10,1.0511407306657874,1.0575254232048055,1.0511407306657874,0.9705339586779869,1.0213006563523186,1.0402011608371515
2023-07-11,1.0562576325309438,1.0626734054421787,1.0562576325309438,0.9752584707042801,1.0262722981895298,1.0452648094093597
2023-07-12,1.069322553212578,1.0758176832442872,1.069322553212578,0.987321507383421,1.0389663282828099,1.0452648094093597
2023-07-13,1.087659167596844,1.0942656753362514,1.087659167596844,1.0042519777076382,1.0567823977772042,1.0452648094093597
2023-07-14,1.0872134511611815,1.0938172515919307,1.0872134511611815,1.0038404410559498,1.0563493344632169,1.0452648094093597
2023-07-18,1.106305200791318,1.1130249656670403,1.106305200791318,1.0038404410559498,1.0748991022148884,1.06361993003183
2023-07-19,1.1052571563010056,1.1119705552909405,1.1052571563010056,1.0038404410559498,1.0738808099019603,1.06361993003183
