Sharpe,MaxDD,WinRate,ProfitFactor,Ticker,Model,Accuracy,Return
0.7826184381400796,-0.3387478915041407,0.5296167247386759,1.1634040012145783,AAPL,Buy & Hold,,50.63128904926755
1.8997913417895207,-0.08713042059425205,0.2073170731707317,1.9761764632862653,AAPL,Base RF,0.48257839721254353,107.96633452922988
1.6585171575601456,-0.09685149366869909,0.2735191637630662,1.599651584226067,AAPL,Sent RF,0.47909407665505227,100.59372698465184
1.2593253710028915,-0.13440178338158343,0.2907801418439716,1.369060051564827,AAPL,Base LSTM,0.48226950354609927,59.92318095003204
0.37611180184033727,-0.3182818713694784,0.2925531914893617,1.1067571514334202,AAPL,Sent LSTM,0.4574468085106383,14.282958656619194
1.1391899139179713,-0.16414498414321155,0.519163763066202,1.221808266377683,DAX,Buy & Hold,,44.47408226738547
0.955220040176649,-0.10333020851504343,0.22822299651567945,1.3101630383374603,DAX,Base RF,0.49825783972125437,22.315615332553907
0.20215367725464176,-0.12912838454054718,0.21777003484320556,1.0606610753946208,DAX,Sent RF,0.4965156794425087,3.4527927456546426
0.42194493963921936,-0.11486833150873889,0.2783687943262411,1.1058833812591056,DAX,Base LSTM,0.5070921985815603,9.932413345220969
1.4131976793723333,-0.0994108617301193,0.14893617021276595,1.7268300783928952,DAX,Sent LSTM,0.50177304964539,28.565245525934515
1.1104138276375317,-0.1682160622783046,0.5226480836236934,1.2332238136432403,DJI,Buy & Hold,,40.174946862104164
1.7808235509027739,-0.06020257858060039,0.4181184668989547,1.4737199687882783,DJI,Base RF,0.4930313588850174,59.256747907284236
1.1091147781486907,-0.1682160622783046,0.5209059233449478,1.2331501676771712,DJI,Sent RF,0.5226480836236934,40.11353437686604
1.3743342230306217,-0.0899672046575689,0.2695035460992908,1.4332050941887786,DJI,Base LSTM,0.5283687943262412,35.84395032400713
0.8336549004843441,-0.07585486746228705,0.21099290780141844,1.2905717057351813,DJI,Sent LSTM,0.49645390070921985,17.489928150963465
0.7507988642392277,-0.25357211270244423,0.524390243902439,1.146256160139605,MSFT,Buy & Hold,,40.03861699784102
-4.071749376430767,-0.7831651908991362,0.2229965156794425,0.37239628243494843,MSFT,Base RF,0.4965156794425087,-77.65294690389301
1.6184670700847341,-0.11475797157671164,0.4965156794425087,1.369755222252068,MSFT,Sent RF,0.5104529616724739,114.3233972755084
0.24862059680093054,-0.2206053562642627,0.2695035460992908,1.0615754718180646,MSFT,Base LSTM,0.4946808510638298,6.129284707749472
0.37247158821061255,-0.20336340584790905,0.37943262411347517,1.0791617525813513,MSFT,Sent LSTM,0.4929078014184397,12.036980779807728
1.2115077602504796,-0.23554404938298862,0.554006968641115,1.252922567554154,NDX,Buy & Hold,,69.95223462650672
1.4000012645059965,-0.1878255176406187,0.5400696864111498,1.3063948290337772,NDX,Base RF,0.5296167247386759,84.54903475506586
1.2220795985987845,-0.23554404938298862,0.5522648083623694,1.2563285171698464,NDX,Sent RF,0.5505226480836237,70.68676720161247
0.976507201565291,-0.1255787604867459,0.3120567375886525,1.2563775616388189,NDX,Base LSTM,0.5035460992907801,32.28204313983938
1.0641139844500673,-0.26953957827389236,0.4024822695035461,1.2609465620119582,NDX,Sent LSTM,0.5,50.11509194390287
0.8259116820998916,-0.2883248998361731,0.5069686411149826,1.1725497594862007,NKX,Buy & Hold,,48.58761823107618
-1.4525353124313762,-0.5180021484715094,0.15156794425087108,0.5755357252056812,NKX,Base RF,0.5261324041811847,-44.701868562160676
-0.635222379148154,-0.40901770968817824,0.3310104529616725,0.8559153692943813,NKX,Sent RF,0.5261324041811847,-29.94476455206705
0.4095699766773255,-0.1750060997827888,0.23581560283687944,1.1034674837349234,NKX,Base LSTM,0.5141843971631206,12.318436035683256
0.6238024628744459,-0.16670671652633537,0.20921985815602837,1.1962805854148342,NKX,Sent LSTM,0.5177304964539007,21.128497634420373
1.3237766192163898,-0.4133480229592166,0.5174216027874564,1.2646538462002235,NVDA,Buy & Hold,,246.11668245521736
4.313535040568835,-0.13208799692712425,0.43031358885017423,2.5381969217169003,NVDA,Base RF,0.49477351916376305,3957.790788549167
2.50083372141621,-0.3197365794215909,0.48257839721254353,1.6217807426402608,NVDA,Sent RF,0.5104529616724739,1005.34087994146
0.7274516852753387,-0.333511098038258,0.28368794326241137,1.190463987749601,NVDA,Base LSTM,0.50177304964539,56.52298807315172
1.0996626733318835,-0.35799497788919493,0.299645390070922,1.2880501424557333,NVDA,Sent LSTM,0.46631205673758863,112.73000249725476
1.3398119172772411,-0.19359745684699103,0.5452961672473867,1.2926943278053415,SPX,Buy & Hold,,57.786211132951415
0.8206756850615948,-0.16213803336874053,0.4651567944250871,1.1798796043450388,SPX,Base RF,0.5156794425087108,27.694877135474893
1.3162360660336294,-0.19249685156636004,0.5313588850174216,1.2939517464471173,SPX,Sent RF,0.5313588850174216,55.731112125866524
0.41806795294022675,-0.16374822475393447,0.2854609929078014,1.1108442530670208,SPX,Base LSTM,0.49645390070921985,9.786034560208012
1.6183369465547612,-0.14108942955785847,0.3546099290780142,1.4868662221928317,SPX,Sent LSTM,0.5053191489361702,58.02371944264044
