Date,Buy & Hold,Base RF,Sent RF,Base LSTM,Sent LSTM,ARIMA
2023-05-30,0.9984722001466156,1.0,1.0,,,1.0
2023-05-31,0.9944076360983811,0.9959292166094983,0.9959292166094983,,,1.0
2023-06-01,0.9990399881063683,1.0005686567534573,1.0005686567534573,,,1.0046584034955348
2023-06-02,1.0202282392771478,1.0217893288639759,1.0217893288639759,,,1.0259658134566176
2023-06-05,1.0141877489549258,1.0157395957604052,1.0157395957604052,,,1.0259658134566176
2023-06-06,1.0145026159342032,1.0160549445294857,1.0160549445294857,,,1.0259658134566176
2023-06-07,1.0172747749245015,1.0188313453044808,1.0188313453044808,,,1.0287692959798178
2023-06-08,1.0223691534308716,1.023933518910939,1.023933518910939,,,1.033921237538422
2023-06-09,1.0236736455129642,1.025240007045412,1.025240007045412,,,1.033921237538422
2023-06-12,1.0294013840851364,1.0309765098457213,1.0309765098457213,,,1.033921237538422
2023-06-13,1.0338068022145848,1.0353886688710818,1.0353886688710818,1.0,1.0,1.0383459987974342
2023-06-14,1.0267724563310927,1.0283435594704804,1.0283435594704804,0.9931956862071102,1.0,1.0383459987974342
2023-06-15,1.0397276309976569,1.0413185573368824,1.0413185573368824,1.0057272101231958,1.0,1.0383459987974342
2023-06-16,1.0364357299686282,1.0380216192463225,1.0380216192463225,1.002542958460335,0.9968338813638434,1.035058472179863
2023-06-20,1.0290248732826606,1.030599422929911,1.030599422929911,0.9953744462488731,0.9897061909331711,1.035058472179863
2023-06-20,1.0290248732826606,1.030599422929911,1.030599422929911,0.9953744462488731,0.9897061909331711,1.035058472179863
2023-06-21,1.0259321059766102,1.0275019232643257,1.0275019232643257,0.9953744462488731,0.9867315971897282,1.0319475706985448
2023-06-22,1.025786759511128,1.027356354398752,1.027356354398752,0.9953744462488731,0.9865918043621176,1.0319475706985448
2023-06-23,1.0191606528685226,1.0207201089012485,1.0207201089012485,0.9953744462488731,0.9865918043621176,1.0319475706985448
2023-06-27,1.0251833148301137,1.0267519863643433,1.0267519863643433,0.9953744462488731,0.9865918043621176,1.0380457960989364
2023-06-27,1.0251833148301137,1.0267519863643433,1.0267519863643433,0.9953744462488731,0.9865918043621176,1.0380457960989364
2023-06-28,1.022944797956326,1.0245100442517245,1.0245100442517245,0.9953744462488731,0.9865918043621176,1.0380457960989364
2023-06-29,1.0310962870474845,1.032674006242816,1.032674006242816,0.9953744462488731,0.9865918043621176,1.0463176197593413
2023-06-30,1.039713730919877,1.0413046359900708,1.0413046359900708,0.9953744462488731,0.9865918043621176,1.0550622767562063
2023-07-03,1.0400421958013304,1.041633603467989,1.041633603467989,0.9956889035266467,0.9865918043621176,1.0550622767562063
2023-07-05,1.0361190499357271,1.0377044546493968,1.0377044546493968,0.9956889035266467,0.9828702788567615,1.0550622767562063
2023-07-06,1.0250479401595607,1.026616404551917,1.026616404551917,0.9850497967999264,0.9723681413334436,1.043788755352093
2023-07-06,1.0250479401595607,1.026616404551917,1.026616404551917,0.9850497967999264,0.9723681413334436,1.043788755352093
2023-07-10,1.025716956946624,1.0272864450267196,1.0272864450267196,0.9850497967999264,0.9730027756605527,1.0444700036841172
2023-07-11,1.0352965279418755,1.0368806740837178,1.0368806740837178,0.9942495613142943,0.982090028342583,1.0444700036841172
2023-07-12,1.0378955403111316,1.0394836632995161,1.0394836632995161,0.9942495613142943,0.982090028342583,1.0444700036841172
2023-07-13,1.0393372201174007,1.0409275490742602,1.0409275490742602,0.995630615051657,0.982090028342583,1.0444700036841172
2023-07-14,1.0427786980703664,1.0443742929620323,1.0443742929620323,0.9989273706615551,0.982090028342583,1.0479284774312683
2023-07-18,1.0561620555676756,1.0577781288378274,1.0577781288378274,1.0117479261064923,0.982090028342583,1.0613779288546874
2023-07-19,1.0594642305672375,1.0610853566195093,1.0610853566195093,1.0117479261064923,0.982090028342583,1.0613779288546874
2023-07-20,1.0644190039445998,1.066047711481903,1.066047711481903,1.0117479261064923,0.982090028342583,1.0613779288546874
2023-07-21,1.0644948500211822,1.0661236736134188,1.0661236736134188,1.0117479261064923,0.9821600079983618,1.0614535582368916
2023-07-24,1.0700412832310062,1.0716785936292286,1.0716785936292286,1.017019527276959,0.9872774445793041,1.0614535582368916
2023-07-25,1.070852020376305,1.0724905713139148,1.0724905713139148,1.0177900914796485,0.9880254741269298,1.0614535582368916
2023-07-26,1.0733313712064116,1.0749737158919437,1.0749737158919437,1.0201465876716225,0.9903130561016851,1.0614535582368916
2023-07-27,1.0661577223695158,1.067789090385252,1.067789090385252,1.0133284012490191,0.9836942631607113,1.0614535582368916
2023-07-28,1.0714932370078085,1.0731327690950943,1.0731327690950943,1.0183995351017532,0.9886170949618391,1.0614535582368916
2023-07-31,1.074522245261433,1.0761664121481302,1.0761664121481302,1.0212784525701684,0.9914118203384322,1.0644541852849139
2023-08-01,1.0766722246832743,1.0783196813343188,1.0783196813343188,1.023321898079723,0.993395506596858,1.0644541852849139
2023-08-02,1.0661516788574372,1.0677830376257686,1.0677830376257686,1.0133226571998004,0.9836886870925217,1.0644541852849139
2023-08-03,1.0641382828085646,1.0657665608039033,1.0657665608039033,1.0133226571998004,0.9818310199751793,1.0624439949026643
2023-08-04,1.0595974900085632,1.0612188199661168,1.0612188199661168,1.0133226571998004,0.977641441140975,1.0579104318118544
2023-08-07,1.071911448043624,1.0735516200513395,1.0735516200513395,1.0133226571998004,0.9890029588805546,1.0579104318118544
2023-08-08,1.0671177342631473,1.0687505712291763,1.0687505712291763,1.0133226571998004,0.9890029588805546,1.0579104318118544
2023-08-09,1.061342251945557,1.062966251628949,1.062966251628949,1.0133226571998004,0.9890029588805546,1.0579104318118544
2023-08-10,1.062937436958614,1.0645638774945694,1.0645638774945694,1.0133226571998004,0.9890029588805546,1.0595004588393184
2023-08-14,1.0669104417988629,1.0685429615788988,1.0685429615788988,1.0133226571998004,0.9890029588805546,1.0634606170808598
2023-08-15,1.0559946502831077,1.0576104674001403,1.0576104674001403,1.0133226571998004,0.9788842556748732,1.0634606170808598
2023-08-16,1.0505358479984184,1.0521433123968384,1.0521433123968384,1.008084441234628,0.9738240637412382,1.0634606170808598
2023-08-17,1.041745257504984,1.0433392710903868,1.0433392710903868,0.9996490722535689,0.9656753760279043,1.0545618757304676
2023-08-18,1.0425257770898915,1.0441209849776567,1.0441209849776567,0.9996490722535689,0.9656753760279043,1.05535199806755
2023-08-21,1.0414086338822248,1.0430021323871663,1.0430021323871663,0.998577874595286,0.9646405836890982,1.054221110618772
2023-08-22,1.0361247912722011,1.0430021323871663,1.0377102047709064,0.9935113443673351,0.9646405836890982,1.054221110618772
2023-08-23,1.04168935501826,1.0430021323871663,1.0432832830651662,0.9988470503119604,0.96982123766552,1.059882861618163
2023-08-24,1.030401283158484,1.0430021323871663,1.0319779389022354,0.9880232310739793,0.96982123766552,1.048397639227001
2023-08-25,1.0378795250041242,1.0430021323871663,1.039467623486886,0.9880232310739793,0.96982123766552,1.048397639227001
2023-08-28,1.0443182827723037,1.0430021323871663,1.0459162334404069,0.994152692250308,0.9758377780031274,1.0549016488746399
2023-08-29,1.0531626605232347,1.0430021323871663,1.05477414430626,1.0025722153951344,0.984102191328706,1.0549016488746399
2023-08-30,1.054297934267136,1.0441264534252326,1.0559111551752,1.0025722153951344,0.9851630202215345,1.0549016488746399
2023-08-31,1.0492114123264675,1.0390890043877634,1.0508168501560704,1.0025722153951344,0.9851630202215345,1.049812214277599
2023-09-01,1.0527106058197806,1.0425544389421442,1.054321397896908,1.005915863902453,0.9884486078444978,1.0533134114874685
2023-09-06,1.040789173894203,1.0307480206313122,1.0423817245401263,0.9945243595060161,0.9772549115663324,1.0413851530829972
2023-09-07,1.0425278923191188,1.032469964536831,1.0441231034434753,0.9945243595060161,0.9788874911157739,1.0413851530829972
2023-09-08,1.0448201964504031,1.032469964536831,1.0464189151154955,0.9945243595060161,0.9788874911157739,1.0436749445660432
2023-09-12,1.0469172951415597,1.0345422746038113,1.0485192226562048,0.9945243595060161,0.9788874911157739,1.0436749445660432
2023-09-12,1.0469172951415597,1.0345422746038113,1.0485192226562048,0.9945243595060161,0.9788874911157739,1.0436749445660432
2023-09-14,1.0548077045109374,1.0423394158817645,1.0564217054376173,1.0020198936429887,0.9788874911157739,1.0515409169780046
2023-09-14,1.0548077045109374,1.0423394158817645,1.0564217054376173,1.0020198936429887,0.9788874911157739,1.0515409169780046
2023-09-15,1.046078757840701,1.0337136491807752,1.047679402277895,0.9937277867720202,0.9788874911157739,1.0515409169780046
2023-09-19,1.043041590845771,1.0307123828287263,1.0446375879995566,0.9908426146821494,0.9788874911157739,1.0484878912445919
2023-09-20,1.0407193713296992,1.0284176129634892,1.0423118151680937,0.9886366105521465,0.9788874911157739,1.0461535461285558
2023-09-21,1.0295249739071362,1.017355538216896,1.0311002887771545,0.9886366105521465,0.9788874911157739,1.0461535461285558
2023-09-22,1.0263043863206307,1.014173019384925,1.0278747732484974,0.9886366105521465,0.975825309058637,1.0461535461285558
2023-09-25,1.0276049501198725,1.0154582099509601,1.0291773270893063,0.9898894406125331,0.9770619042522866,1.0474792633803558
2023-09-26,1.0158805366880461,1.0038723842162567,1.0174349736916806,0.9898894406125331,0.9770619042522866,1.0355280948464716
2023-09-27,1.0138073098695988,1.001823663846004,1.0153585745509304,0.9898894406125331,0.9750678991798168,1.0355280948464716
2023-09-28,1.0173146621042175,1.001823663846004,1.0188712935170705,0.9898894406125331,0.9784412291428186,1.039110591975968
2023-09-29,1.0125149048116626,1.001823663846004,1.014064191935424,0.9852190773135558,0.9784412291428186,1.0342080000568743
2023-10-02,1.0102742727086473,1.001823663846004,1.0118201313569861,0.9852190773135558,0.976275999951117,1.0342080000568743
2023-10-03,0.9972514107068065,1.001823663846004,0.9987773425843707,0.9725191873608642,0.976275999951117,1.0208766222025907
2023-10-04,1.0010941778617688,1.001823663846004,1.0026259897018348,0.9762666523938917,0.976275999951117,1.0248104257660158
2023-10-05,1.0007926066090636,1.001823663846004,1.0023239570036175,0.9759725602256946,0.976275999951117,1.0245017101918787
2023-10-06,1.0094955661773635,1.001823663846004,1.0110402332975614,0.9844596830075002,0.976275999951117,1.0245017101918787
2023-10-10,1.0195193353103673,1.001823663846004,1.0210793401765832,0.9942348587624411,0.976275999951117,1.0346744825778118
2023-10-11,1.021500700745225,1.001823663846004,1.023063737373187,0.9961670855629097,0.976275999951117,1.0346744825778118
2023-10-12,1.0162510039784436,1.001823663846004,1.0178060078480078,0.9961670855629097,0.976275999951117,1.0346744825778118
2023-10-13,1.0174340214677633,1.001823663846004,1.0189908355168662,0.9961670855629097,0.976275999951117,1.0358789468330505
2023-10-16,1.0269298898207309,1.0111738383281248,1.0285012338550206,0.9961670855629097,0.9853877341531283,1.0455469645139877
2023-10-17,1.0273260420374608,1.0111738383281248,1.0288979922391517,0.9965513706081605,0.9857678609164962,1.0455469645139877
2023-10-18,1.0172765879781245,1.0012823874951176,1.0188331611323258,0.9868029588996113,0.9761249350817693,1.0455469645139877
2023-10-19,1.009694699900342,1.0012823874951176,1.0112396717225363,0.9868029588996113,0.9761249350817693,1.0377543738275492
2023-10-20,1.0010255839996804,1.0012823874951176,1.002557290881699,0.9783303887032333,0.9761249350817693,1.0288443409789887
2023-10-23,0.9952579582477922,1.0012823874951176,0.9967808398688002,0.972693526235449,0.9761249350817693,1.0288443409789887
2023-10-24,1.0014516516011978,1.0012823874951176,1.0029840104252725,0.972693526235449,0.9761249350817693,1.0288443409789887
2023-10-25,0.9982652098579348,0.9980964843202541,0.9997926929876962,0.972693526235449,0.9761249350817693,1.0255707405508765
2023-10-26,0.9906615651366707,0.9980964843202541,0.992177413643767,0.972693526235449,0.9761249350817693,1.0255707405508765
2023-10-27,0.979580483565575,0.9980964843202541,0.9810793764931398,0.972693526235449,0.9761249350817693,1.0140991811072582
2023-10-30,0.9950328374228767,0.9980964843202541,0.9965553745780465,0.972693526235449,0.9761249350817693,1.0300960488029387
2023-10-31,0.9987770953309636,1.0018522705756394,1.0003053617159328,0.972693526235449,0.9761249350817693,1.0339722477903097
2023-11-01,1.00547663064532,1.0018522705756394,1.0070151482411587,0.972693526235449,0.9761249350817693,1.0339722477903097
2023-11-02,1.0225344434862118,1.0018522705756394,1.0240990618828074,0.972693526235449,0.9761249350817693,1.0515134859930948
2023-11-06,1.0302937086434911,1.0094545938668877,1.031870199783432,0.972693526235449,0.9761249350817693,1.059492651884523
